序号,主修专业,GPA分段,挂科门数,奖学金级别,四六级成绩,计算机等级,双学位辅修,实习类型,实习企业规模,实习岗位相关性,岗位类型,岗位名称,起薪
2531,电子工程,3.5+,0,无,575 (通过),三级,无,毕业实习,中小型企业,部分相关,技术岗,电子工程师,13000
2532,计算机科学与技术,3.0-3.5,0,无,461 (通过),四级,电子工程,毕业实习,中小型企业,完全相关,技术岗,数据分析师,12500
2533,信息安全,2.0-3.0,0,无,420 (未通过),三级,无,日常实习,独角兽企业,部分相关,非技术岗,产品经理,13500
2534,计算机科学与技术,3.0-3.5,0,无,407 (未通过),三级,无,日常实习,中小型企业,完全相关,技术岗,系统架构师,14000
2535,自动化,3.0-3.5,0,无,417 (未通过),二级,无,毕业实习,中小型企业,完全相关,技术岗,电子工程师,11000
2536,会计学,3.0-3.5,0,校奖,434 (通过),无,无,毕业实习,四大会计师事务所,部分相关,技术岗,量化研究员,11500
2537,计算机科学与技术,3.0-3.5,0,校奖,453 (通过),三级,无,日常实习,上市科技公司,部分相关,技术岗,系统架构师,14000
2538,自动化,3.0-3.5,0,无,490 (通过),三级,无,日常实习,行业龙头,完全相关,技术岗,自动化控制师,12500
2539,材料工程,3.5+,0,校奖,497 (通过),三级,工商管理,日常实习,国企,部分相关,技术岗,材料研发员,11000
2540,工商管理,3.5+,0,无,573 (通过),二级,无,日常实习,创业公司,完全相关,非技术岗,市场营销专员,10500
2541,会计学,3.0-3.5,0,无,528 (通过),二级,心理学,毕业实习,四大会计师事务所,完全相关,技术岗,财务分析师,11500
2542,市场营销,2.0-3.0,1,无,353 (未通过),二级,无,毕业实习,金融机构,无关,技术岗,量化研究员,11000
2543,工商管理,2.0-3.0,1,无,300 (未通过),无,无,毕业实习,外资企业,部分相关,技术岗,财务分析师,11000
2544,电子工程,3.0-3.5,0,无,378 (未通过),二级,无,暑期实习,研究院所,完全相关,技术岗,自动化控制师,11500
2545,信息安全,3.0-3.5,0,无,420 (未通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,14000
2546,软件工程,3.5+,0,省奖,578 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,系统架构师,15000
2547,通信工程,3.0-3.5,0,无,421 (未通过),二级,无,毕业实习,行业龙头,完全相关,技术岗,自动化控制师,11500
2548,金融学,3.0-3.5,0,无,500 (通过),二级,无,日常实习,创业公司,无关,技术岗,财务分析师,10500
2549,计算机科学与技术,3.5+,0,国奖,549 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,系统架构师,14500
2550,机械工程,3.0-3.5,0,无,490 (通过),三级,计算机科学,暑期实习,民营企业,部分相关,技术岗,机械设计师,10500
2551,法学,3.0-3.5,0,无,505 (通过),无,无,日常实习,传媒机构,部分相关,技术岗,其他,7500
2552,通信工程,3.0-3.5,0,无,537 (通过),三级,无,日常实习,研究院所,部分相关,技术岗,通信工程师,12500
2553,机械工程,3.0-3.5,0,无,465 (通过),三级,工商管理,毕业实习,国企,完全相关,技术岗,材料研发员,10000
2554,会计学,3.5+,0,国奖,560 (通过),二级,无,日常实习,创业公司,完全相关,技术岗,财务分析师,10500
2555,通信工程,3.5+,0,无,645 (通过),三级,无,暑期实习,中小型企业,部分相关,技术岗,自动化控制师,12000
2556,土木工程,3.0-3.5,0,无,505 (通过),二级,无,日常实习,民营企业,部分相关,非技术岗,生产主管,9500
2557,新闻学,3.0-3.5,0,无,404 (未通过),无,新媒体,毕业实习,教育机构,完全相关,非技术岗,教育培训,8000
2558,计算机科学与技术,3.0-3.5,0,无,430 (通过),四级,无,暑期实习,中小型企业,完全相关,技术岗,系统架构师,12500
2559,会计学,2.0-3.0,0,无,369 (未通过),无,无,暑期实习,外资企业,完全相关,非技术岗,供应链管理,10000
2560,材料工程,3.5+,0,校奖,578 (通过),三级,工商管理,日常实习,民营企业,部分相关,非技术岗,生产主管,11000
2561,计算机科学与技术,3.5+,0,校奖,518 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,算法工程师,13500
2562,信息安全,2.0-3.0,0,无,442 (通过),三级,无,日常实习,上市科技公司,完全相关,技术岗,软件开发工程师,14500
2563,法学,3.0-3.5,0,无,430 (通过),无,新媒体,毕业实习,事业单位,完全相关,非技术岗,行政助理,7500
2564,人工智能,3.0-3.5,0,省奖,457 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,数据分析师,13500
2565,电子工程,3.0-3.5,0,校奖,550 (通过),三级,无,日常实习,行业龙头,部分相关,技术岗,通信工程师,12500
2566,新闻学,2.0-3.0,0,无,338 (未通过),一级,无,暑期实习,自由职业,完全相关,非技术岗,行政助理,8000
2567,通信工程,3.5+,0,无,525 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,电子工程师,12000
2568,计算机科学与技术,2.0-3.0,0,无,356 (未通过),三级,无,暑期实习,中小型企业,部分相关,技术岗,系统架构师,14000
2569,人工智能,2.0-3.0,0,无,427 (通过),三级,无,毕业实习,独角兽企业,部分相关,非技术岗,技术销售,15000
2570,软件工程,2.0-3.0,0,无,403 (未通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,算法工程师,14000
2571,自动化,3.5+,0,省奖,612 (通过),三级,无,日常实习,研究院所,部分相关,技术岗,电子工程师,12500
2572,机械工程,3.0-3.5,0,无,431 (通过),三级,无,毕业实习,民营企业,无关,技术岗,结构工程师,10000
2573,人工智能,3.5+,0,校奖,526 (通过),四级,电子工程,日常实习,世界500强,完全相关,技术岗,数据分析师,16000
2574,会计学,2.0-3.0,0,无,418 (未通过),二级,无,暑期实习,四大会计师事务所,部分相关,非技术岗,HRBP,11000
2575,计算机科学与技术,2.0-3.0,0,无,489 (通过),四级,无,日常实习,独角兽企业,部分相关,技术岗,数据分析师,13000
2576,法学,2.0-3.0,1,无,379 (未通过),一级,无,日常实习,传媒机构,完全相关,技术岗,其他,8000
2577,市场营销,2.0-3.0,1,无,432 (通过),无,无,日常实习,创业公司,部分相关,技术岗,量化研究员,10000
2578,计算机科学与技术,3.5+,0,省奖,650 (通过),三级,无,日常实习,独角兽企业,完全相关,非技术岗,产品经理,14000
2579,人工智能,3.0-3.5,0,无,403 (未通过),三级,无,毕业实习,上市科技公司,完全相关,技术岗,系统架构师,14500
2580,市场营销,3.5+,0,省奖,587 (通过),二级,无,毕业实习,创业公司,完全相关,技术岗,量化研究员,12500
2581,市场营销,3.0-3.5,0,无,452 (通过),二级,计算机科学,日常实习,创业公司,完全相关,非技术岗,供应链管理,10500
2582,自动化,3.0-3.5,0,无,541 (通过),三级,无,毕业实习,央企,完全相关,技术岗,电子工程师,12000
2583,电子工程,3.0-3.5,0,省奖,513 (通过),二级,无,暑期实习,央企,无关,非技术岗,项目协调员,12500
2584,计算机科学与技术,3.0-3.5,0,校奖,545 (通过),三级,金融学,毕业实习,上市科技公司,无关,技术岗,软件开发工程师,13000
2585,市场营销,2.0-3.0,0,无,300 (未通过),二级,无,日常实习,四大会计师事务所,完全相关,技术岗,财务分析师,11500
2586,材料工程,2.0-3.0,1,无,381 (未通过),二级,无,毕业实习,外企,完全相关,技术岗,机械设计师,11000
2587,计算机科学与技术,3.5+,0,无,601 (通过),四级,无,暑期实习,中小型企业,无关,技术岗,系统架构师,13000
2588,市场营销,2.0-3.0,0,无,440 (通过),无,无,日常实习,外资企业,完全相关,技术岗,量化研究员,11000
2589,信息安全,3.0-3.5,0,无,461 (通过),四级,无,日常实习,中小型企业,完全相关,技术岗,算法工程师,13000
2590,金融学,2.0-3.0,0,无,436 (通过),无,无,日常实习,创业公司,部分相关,非技术岗,供应链管理,10500
2591,软件工程,3.0-3.5,0,无,514 (通过),三级,无,毕业实习,上市科技公司,部分相关,技术岗,系统架构师,14000
2592,金融学,2.0-3.0,0,无,353 (未通过),二级,无,暑期实习,四大会计师事务所,完全相关,技术岗,财务分析师,10500
2593,材料工程,2.0-3.0,0,无,417 (未通过),三级,无,暑期实习,国企,无关,技术岗,材料研发员,10000
2594,工商管理,3.0-3.5,0,无,478 (通过),二级,无,日常实习,四大会计师事务所,完全相关,技术岗,财务分析师,10000
2595,材料工程,3.0-3.5,0,无,462 (通过),三级,无,暑期实习,国企,完全相关,非技术岗,生产主管,10000
2596,会计学,3.0-3.5,0,校奖,544 (通过),二级,无,暑期实习,四大会计师事务所,部分相关,技术岗,财务分析师,11500
2597,信息安全,3.5+,0,无,541 (通过),三级,无,毕业实习,独角兽企业,完全相关,非技术岗,IT项目经理,13500
2598,自动化,3.0-3.5,0,无,596 (通过),三级,无,暑期实习,研究院所,完全相关,非技术岗,技术顾问,11500
2599,人工智能,3.0-3.5,0,无,566 (通过),三级,无,日常实习,世界500强,完全相关,技术岗,软件开发工程师,14500
2600,人工智能,3.5+,0,国奖,552 (通过),三级,无,日常实习,独角兽企业,无关,技术岗,系统架构师,15000
2601,电子工程,3.5+,0,无,487 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,通信工程师,12000
2602,人工智能,2.0-3.0,0,无,387 (未通过),三级,无,暑期实习,上市科技公司,部分相关,技术岗,数据分析师,14500
2603,人工智能,2.0-3.0,0,无,399 (未通过),三级,无,毕业实习,独角兽企业,部分相关,非技术岗,技术销售,13000
2604,计算机科学与技术,3.0-3.5,0,无,412 (未通过),四级,无,毕业实习,中小型企业,部分相关,技术岗,算法工程师,14000
2605,自动化,3.0-3.5,0,省奖,567 (通过),二级,无,毕业实习,央企,无关,技术岗,通信工程师,12000
2606,土木工程,3.0-3.5,0,省奖,500 (通过),二级,无,日常实习,民营企业,完全相关,技术岗,机械设计师,10000
2607,英语,2.0-3.0,1,无,377 (未通过),无,经济学,日常实习,自由职业,完全相关,非技术岗,内容运营,8000
2608,通信工程,3.0-3.5,0,省奖,553 (通过),三级,无,日常实习,行业龙头,完全相关,技术岗,通信工程师,12000
2609,土木工程,3.0-3.5,0,无,431 (通过),三级,无,日常实习,外企,部分相关,非技术岗,生产主管,10000
2610,软件工程,2.0-3.0,0,无,440 (通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,IT项目经理,15000
2611,材料工程,2.0-3.0,0,无,466 (通过),二级,无,毕业实习,民营企业,完全相关,非技术岗,质量检测员,10000
2612,电子工程,3.0-3.5,0,省奖,581 (通过),三级,无,暑期实习,研究院所,部分相关,技术岗,通信工程师,11000
2613,土木工程,2.0-3.0,1,无,450 (通过),二级,无,毕业实习,民营企业,部分相关,技术岗,材料研发员,10000
2614,法学,2.0-3.0,0,无,461 (通过),无,无,日常实习,传媒机构,完全相关,技术岗,其他,7000
2615,会计学,3.0-3.5,0,无,437 (通过),二级,无,日常实习,四大会计师事务所,完全相关,技术岗,财务分析师,11000
2616,会计学,3.0-3.5,0,无,527 (通过),二级,无,日常实习,创业公司,部分相关,技术岗,财务分析师,11000
2617,计算机科学与技术,3.0-3.5,0,无,617 (通过),四级,无,暑期实习,中小型企业,部分相关,技术岗,系统架构师,14000
2618,人工智能,3.5+,0,无,542 (通过),三级,无,毕业实习,上市科技公司,完全相关,技术岗,软件开发工程师,13500
2619,计算机科学与技术,2.0-3.0,0,无,438 (通过),四级,无,日常实习,中小型企业,完全相关,非技术岗,产品经理,13000
2620,计算机科学与技术,3.0-3.5,0,省奖,447 (通过),三级,无,暑期实习,世界500强,部分相关,技术岗,算法工程师,14500
2621,工商管理,3.0-3.5,0,无,482 (通过),二级,无,暑期实习,金融机构,完全相关,非技术岗,HRBP,10500
2622,材料工程,3.5+,0,校奖,590 (通过),二级,无,暑期实习,民营企业,无关,技术岗,结构工程师,10000
2623,人工智能,3.0-3.5,0,无,440 (通过),三级,无,毕业实习,上市科技公司,部分相关,技术岗,算法工程师,13500
2624,人工智能,3.5+,0,无,543 (通过),四级,无,毕业实习,独角兽企业,完全相关,技术岗,软件开发工程师,14500
2625,金融学,3.0-3.5,0,无,548 (通过),二级,心理学,暑期实习,外资企业,部分相关,技术岗,财务分析师,11000
2626,自动化,3.5+,0,校奖,564 (通过),三级,无,日常实习,研究院所,完全相关,技术岗,电子工程师,12500
2627,软件工程,3.0-3.5,0,无,462 (通过),三级,无,暑期实习,独角兽企业,部分相关,技术岗,数据分析师,12500
2628,电子工程,3.0-3.5,0,校奖,495 (通过),二级,无,日常实习,央企,完全相关,非技术岗,项目协调员,12000
2629,法学,2.0-3.0,1,无,389 (未通过),无,无,毕业实习,教育机构,完全相关,非技术岗,内容运营,7500
2630,计算机科学与技术,2.0-3.0,2,无,424 (未通过),四级,无,日常实习,上市科技公司,完全相关,非技术岗,技术销售,14500
2631,计算机科学与技术,2.0-3.0,1,无,427 (通过),四级,无,暑期实习,独角兽企业,完全相关,技术岗,系统架构师,14000
2632,新闻学,3.0-3.5,0,无,422 (未通过),无,无,毕业实习,传媒机构,完全相关,非技术岗,行政助理,8000
2633,电子工程,2.0-3.0,0,无,346 (未通过),二级,无,毕业实习,行业龙头,完全相关,技术岗,通信工程师,11000
2634,电子工程,3.0-3.5,0,无,483 (通过),二级,无,日常实习,中小型企业,完全相关,技术岗,通信工程师,11000
2635,工商管理,3.5+,0,国奖,560 (通过),二级,无,毕业实习,创业公司,完全相关,技术岗,财务分析师,11000
2636,自动化,3.5+,0,省奖,609 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,自动化控制师,12500
2637,材料工程,2.0-3.0,0,无,342 (未通过),三级,无,毕业实习,央企,完全相关,技术岗,材料研发员,10500
2638,软件工程,3.0-3.5,0,无,511 (通过),三级,无,毕业实习,世界500强,完全相关,非技术岗,IT项目经理,14000
2639,自动化,3.0-3.5,0,校奖,506 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,通信工程师,11500
2640,人工智能,2.0-3.0,0,无,371 (未通过),三级,无,毕业实习,独角兽企业,完全相关,非技术岗,IT项目经理,14500
2641,通信工程,3.5+,0,国奖,590 (通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,技术顾问,13500
2642,工商管理,3.5+,0,无,511 (通过),无,法学,暑期实习,外资企业,部分相关,技术岗,量化研究员,11000
2643,计算机科学与技术,3.0-3.5,0,无,465 (通过),三级,无,暑期实习,世界500强,完全相关,技术岗,软件开发工程师,15000
2644,人工智能,3.5+,0,国奖,669 (通过),三级,无,日常实习,世界500强,完全相关,技术岗,数据分析师,16000
2645,英语,3.5+,0,校奖,617 (通过),无,新媒体,毕业实习,教育机构,完全相关,非技术岗,内容运营,7500
2646,材料工程,2.0-3.0,0,无,385 (未通过),三级,无,暑期实习,国企,完全相关,技术岗,材料研发员,9500
2647,工商管理,3.0-3.5,0,无,408 (未通过),无,心理学,暑期实习,外资企业,完全相关,技术岗,量化研究员,11000
2648,会计学,3.0-3.5,0,无,541 (通过),二级,无,毕业实习,外资企业,部分相关,非技术岗,供应链管理,11000
2649,工商管理,3.0-3.5,0,无,512 (通过),二级,无,毕业实习,四大会计师事务所,完全相关,非技术岗,HRBP,10500
2650,信息安全,3.0-3.5,0,无,527 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,算法工程师,12000
